security_id,issuer_id,stock_code_5d,official_security_name_en,official_issuer_name_en,issuer_identity_status,issuer_identity_basis,hkex_di_sid,hkex_di_all_sids,hkex_di_all_issuer_names,category,sub_category,security_type,board_lot,isin,trading_currency,rmb_counter_code,dual_counter_flag,wvr_flag,secondary_listing_flag,biotech_chapter18a_flag,h_share_flag,a_share_class_exists,depositary_receipt_flag,gem_flag,source_release_id,hkex_full_list_sha256,di_response_sha256
HKEX:01044,HKEX-ISSUER:8453b49c19912561,01044,HENGAN INT'L,Hengan International Group Co. Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2194,2194,Hengan International Group Co. Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,500,KYG4402L1510,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,966e0c79ec7dbc475921bb3c87de20e371ce2bdac6f41f1e9ceba39f2071678d
HKEX:01052,HKEX-ISSUER:4c8918b20d3bc263,01052,YUEXIUTRANSPORT,Yuexiu Transport Infrastructure Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2210,2210,Yuexiu Transport Infrastructure Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,2000,BMG9880L1028,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,7ed4b38f4383bd52da70f78ae77be7e591f45e955de8b99adbbcdcd25b40077a
HKEX:01053,HKEX-ISSUER:53581a1a70d9aef7,01053,CHONGQING IRON,Chongqing Iron & Steel Co. Ltd.  - H Shares,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2212,2212|2212,Chongqing Iron & Steel Co. Ltd.  - A Shares|Chongqing Iron & Steel Co. Ltd.  - H Shares,Equity,Equity Securities (Main Board),COMMON_EQUITY,2000,CNE1000002W0,HKD,,False,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,4fdcb16857b97001074299d6a999c6171408d4ecced77f8251e289bdb493e36d
HKEX:01055,HKEX-ISSUER:d98f5adbea442579,01055,CHINA SOUTH AIR,China Southern Airlines Co. Ltd.  - H Shares,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2218,2218|2218,China Southern Airlines Co. Ltd.  - A Shares|China Southern Airlines Co. Ltd.  - H Shares,Equity,Equity Securities (Main Board),COMMON_EQUITY,2000,CNE1000002T6,HKD,,False,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,a279da7caf792a293518f51966258d63bc1d50fbf89c9a9f95d878bd9aa3931f
HKEX:01057,HKEX-ISSUER:79650ed12626d04f,01057,ZHEJIANG SHIBAO,Zhejiang Shibao Co. Ltd.  - H Shares,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,58002,58002|58002,Zhejiang Shibao Co. Ltd.  - A Shares|Zhejiang Shibao Co. Ltd.  - H Shares,Equity,Equity Securities (Main Board),COMMON_EQUITY,2000,CNE1000004W6,HKD,,False,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,d31bffdd707d7afb107db4952ba1eac1dc87b6201ace4f045cb9a6b972c7d234
HKEX:01060,HKEX-ISSUER:34d1af8413425cd6,01060,DAMAI ENT,Damai Entertainment Holdings Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2226,2226,Damai Entertainment Holdings Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,10000,BMG0171W1055,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,b8e009cf0ef14cc3f268d757740058eaf01eb2f96b8637c8b65f586da1689093
HKEX:01065,HKEX-ISSUER:32f0354917906732,01065,TIANJIN CAPITAL,Tianjin Capital Environmental Protection Group Co. Ltd. - H Shares,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2234,2234|2234,Tianjin Capital Environmental Protection Group Co. Ltd. - A Shares|Tianjin Capital Environmental Protection Group Co. Ltd. - H Shares,Equity,Equity Securities (Main Board),COMMON_EQUITY,2000,CNE1000004G9,HKD,,False,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,163f07586c39b6cd1b13859ed81ab38b21e00d6adfb9e7c9a121af0d0f1c2739
HKEX:01066,HKEX-ISSUER:52707d8bca95f4d5,01066,WEIGAO GROUP,Shandong Weigao Group Medical Polymer Co. Ltd.  - H Shares,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,48480,48480|48480|48480,Shandong Weigao Group Medical Polymer Co. Ltd.  - Domestic Shares|Shandong Weigao Group Medical Polymer Co. Ltd.  - H Shares|Shandong Weigao Group Medical Polymer Co. Ltd.  - Others,Equity,Equity Securities (Main Board),COMMON_EQUITY,400,CNE100000171,HKD,,False,False,False,False,True,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,681eeda98109b3f12d8f6878f7d608e6399cbc914748d12f9ee0236cf253c412
HKEX:01070,HKEX-ISSUER:df15eadd4986a971,01070,TCL ELECTRONICS,TCL Electronics Holdings Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2239,2239,TCL Electronics Holdings Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,1000,KYG8701T1388,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,d4c2085ded0cc84c8781e852d51b7c4236b55f3a34ad5e53f5ae8525a0f068a0
HKEX:01071,HKEX-ISSUER:230273fe643ff99a,01071,HUADIAN POWER,Huadian Power International Corporation Ltd.  - H Shares,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2242,2242|2242,Huadian Power International Corporation Ltd.  - A Shares|Huadian Power International Corporation Ltd.  - H Shares,Equity,Equity Securities (Main Board),COMMON_EQUITY,2000,CNE1000003D8,HKD,,False,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,4814ddbf9829cf8c7b8425e03a99e012374c9be465b5d65df9562aa4c171675e
HKEX:01072,HKEX-ISSUER:755f924ee472607a,01072,DONGFANG ELEC,Dongfang Electric Corporation Ltd.  - H Shares,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2245,2245|2245,Dongfang Electric Corporation Ltd.  - A Shares|Dongfang Electric Corporation Ltd.  - H Shares,Equity,Equity Securities (Main Board),COMMON_EQUITY,200,CNE100000304,HKD,,False,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,3ed0f4372658fe5cb27bfb4dc1bfc5fb307d28cace4f882a123ff2df599b06d3
HKEX:01081,HKEX-ISSUER:90719cf1d7a191a5,01081,DAJIN,"Dajin Heavy Industry Co., Ltd.  - H Shares",CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,547043,547043|547043,"Dajin Heavy Industry Co., Ltd.  - A Shares|Dajin Heavy Industry Co., Ltd.  - H Shares",Equity,Equity Securities (Main Board),COMMON_EQUITY,100,CNE100007ND7,HKD,,False,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,368a96aebb3dd77a51c64e5e1a3dd35ca90bcacae5d1bb689a0d473a55509511
HKEX:01083,HKEX-ISSUER:198f87df0cbfdeb6,01083,TG SMART ENERGY,Towngas Smart Energy Co. Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,9415,9415,Towngas Smart Energy Co. Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,1000,KYG8972T1067,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,6ad19ee3f629f0646040c730a86d489bc4606ad0c2c2ed613f08180e963049a8
HKEX:01088,HKEX-ISSUER:4b347f328578cee3,01088,CHINA SHENHUA,China Shenhua Energy Co. Ltd.  - H Shares,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,8345,8345,China Shenhua Energy Co. Ltd.  - H Shares,Equity,Equity Securities (Main Board),COMMON_EQUITY,500,CNE1000002R0,HKD,,False,False,False,False,True,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,9d9f5913a8d844e6b704f45dd75cdcb4ed7c18c6d16e3b5aa6c943e3353ad31b
HKEX:01093,HKEX-ISSUER:ea5d838f03c01d9d,01093,CSPC PHARMA,CSPC Pharmaceutical Group Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2279,2279,CSPC Pharmaceutical Group Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,2000,HK1093012172,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,1ab2fcc542fba715434b52009e9df99040a1122021f942721f24846416140ab6
HKEX:01099,HKEX-ISSUER:02514108a421291b,01099,SINOPHARM,Sinopharm Group Co. Ltd.  - H Shares,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,36601,36601|36601|36601,Sinopharm Group Co. Ltd.  - Domestic Shares|Sinopharm Group Co. Ltd.  - H Shares|Sinopharm Group Co. Ltd.  - Others,Equity,Equity Securities (Main Board),COMMON_EQUITY,400,CNE100000FN7,HKD,,False,False,False,False,True,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,215fd2345294b9f711ed965104cc1a5f6b287bb3f1cd53a82f25940c6680be0c
HKEX:01108,HKEX-ISSUER:4bb6b205852c1c30,01108,TRIUMPH NEW EN,Triumph New Energy Co. Ltd.  - H Shares,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2310,2310|2310,Triumph New Energy Co. Ltd.  - A Shares|Triumph New Energy Co. Ltd.  - H Shares,Equity,Equity Securities (Main Board),COMMON_EQUITY,2000,CNE1000003Q0,HKD,,False,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,745539c65b2764fc1f8c6b425e98b679af2e709802cf4baf7d7b52933ad5171e
HKEX:01109,HKEX-ISSUER:7414ac20943d5c5f,01109,CHINA RES LAND,China Resources Land Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2311,2311,China Resources Land Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,500,KYG2108Y1052,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,259212edbe21066fc970eed532352bb0892aee00bbdb27b186501152d71a2d1a
HKEX:01112,HKEX-ISSUER:e20afead8fb91de9,01112,H&H INTL HLDG,Health and Happiness (H&H) International Holdings Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,54754,54754,Health and Happiness (H&H) International Holdings Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,500,KYG4387E1070,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,a27e418281fe407c1e06e03ddc89246c5f9b36f995c6d7ad8db5a35db40d1cef
HKEX:01113,HKEX-ISSUER:db3332d6528798d2,01113,CK ASSET,CK Asset Holdings Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,121884,121884,CK Asset Holdings Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,500,KYG2177B1014,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,a5b8d2dde5b8ed0245741268693f2a1c6e7d1b0236f869e925c6ed0c80f5151f
HKEX:01114,HKEX-ISSUER:3264bd8d39f7c27a,01114,BRILLIANCE CHI,Brilliance China Automotive Holdings Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2318,2318,Brilliance China Automotive Holdings Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,2000,BMG1368B1028,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,74e598c59d8dd466561ba29e9184de621710a3a5df0ba3303380beb15fd367aa
HKEX:01117,HKEX-ISSUER:d166691aa16b977c,01117,CH MODERN D,China Modern Dairy Holdings Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,53980,53980,China Modern Dairy Holdings Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,1000,KYG215791008,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,1df435a7d8da71cbff71bf57b802cd0210f5dabd829b85cd05c2647a9027a938
HKEX:01128,HKEX-ISSUER:513cf85fb0395280,01128,WYNN MACAU,"Wynn Macau, Ltd.",CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,37216,37216,"Wynn Macau, Ltd.",Equity,Equity Securities (Main Board),COMMON_EQUITY,400,KYG981491007,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,cd22efbf675c5b8958f334597af15dff879f79d695e88b49101fd7a355fa3b3b
HKEX:01138,HKEX-ISSUER:6ba8c5d97d8634f7,01138,COSCO SHIP ENGY,"COSCO SHIPPING Energy Transportation Co., Ltd.  - H Shares",CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2371,2371|2371,"COSCO SHIPPING Energy Transportation Co., Ltd.  - A Shares|COSCO SHIPPING Energy Transportation Co., Ltd.  - H Shares",Equity,Equity Securities (Main Board),COMMON_EQUITY,2000,CNE1000002S8,HKD,,False,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,dea27e309bac9dd355084b8a3d4bb262019999d4b6ab242ebec719a5d3a106a7
HKEX:01157,HKEX-ISSUER:85c00275b3f35f46,01157,ZOOMLION,"Zoomlion Heavy Industry Science and Technology Co., Ltd - H Shares",CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,55033,55033|55033,"Zoomlion Heavy Industry Science and Technology Co., Ltd - A Shares|Zoomlion Heavy Industry Science and Technology Co., Ltd - H Shares",Equity,Equity Securities (Main Board),COMMON_EQUITY,200,CNE100000X85,HKD,,False,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,6f6f262559d9efed525b64bf2b9b3cf0580923741b49baac20d3b26fc2cf6837
HKEX:01164,HKEX-ISSUER:4265bc9d4f226783,01164,CGN MINING,CGN Mining Co. Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,5740,5740,CGN Mining Co. Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,5000,KYG2029E1052,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,7c3794df272e7681b7aa0314449520b8bb5b7c286368a9bb35720e24316da6dc
HKEX:01171,HKEX-ISSUER:5bad3f8c34dab180,01171,YANKUANG ENERGY,Yankuang Energy Group Co. Ltd.  - H Shares,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2428,2428|2428,Yankuang Energy Group Co. Ltd.  - A Shares|Yankuang Energy Group Co. Ltd.  - H Shares,Equity,Equity Securities (Main Board),COMMON_EQUITY,2000,CNE1000004Q8,HKD,,False,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,aad50149751ca96380a3f9b846de804fc32ea8337c1cb4921a9105bea9050597
HKEX:01177,HKEX-ISSUER:dcab54ac09b5aa67,01177,SBP GROUP,Sino Biopharmaceutical Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,6163,6163,Sino Biopharmaceutical Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,1000,KYG8167W1380,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,c575039f9f7af0a456b9151a58f95eb9190b62cb72726ec6d0b967d8927b7779
HKEX:01186,HKEX-ISSUER:4270f063af45555c,01186,CHINA RAIL CONS,China Railway Construction Corporation Ltd.  - H Shares,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,20804,20804|20804,China Railway Construction Corporation Ltd.  - A Shares|China Railway Construction Corporation Ltd.  - H Shares,Equity,Equity Securities (Main Board),COMMON_EQUITY,500,CNE100000981,HKD,,False,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,273509dd7959967132a16f6c9c4d7998294019e9c6c2d1c6d6b57fed943788f9
HKEX:01187,HKEX-ISSUER:17963c10ace57283,01187,COFOE MEDICAL,"Cofoe Medical Technology Co., Ltd.  - H Shares",CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,543400,543400|543400,"Cofoe Medical Technology Co., Ltd.  - A Shares|Cofoe Medical Technology Co., Ltd.  - H Shares",Equity,Equity Securities (Main Board),COMMON_EQUITY,100,CNE100007KH4,HKD,,False,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,356bea412db75286e67c9e0778e618ae795a98ecb8ecc04ff0ffb73816de4eba
HKEX:01193,HKEX-ISSUER:bbb920d3b7a9869f,01193,CHINA RES GAS,China Resources Gas Group Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2475,2475,China Resources Gas Group Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,100,BMG2113B1081,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,58c575c29962ae5180f7facbc0039e3f9dbc7d3c2d48a91695e7e2f59c04d995
HKEX:01196,HKEX-ISSUER:e4f47b59c4579932,01196,REALORD TECH,Realord Technology Co. Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2482,2482,Realord Technology Co. Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,2000,BMG7403L1046,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,59d6e23695ceb566f18fcfddb4b76df285aa7d01e8ffadf6308b74e914311a37
HKEX:01199,HKEX-ISSUER:a898db67db489d95,01199,COSCO SHIP PORT,COSCO SHIPPING Ports Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2490,2490,COSCO SHIPPING Ports Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,2000,BMG2442N1048,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,03d560dc1aba22be91762c70eeea6c3fd8de9d6a5f8bea08e41b3a7ad6adcfec
HKEX:01208,HKEX-ISSUER:a789a677f7ffca7d,01208,MMG,MMG Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2505,2505,MMG Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,4000,HK1208013172,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,b8618852d1c89bf2a8de162e187a76ea0d55b92b883d3c78fa78a153273b149c
HKEX:01209,HKEX-ISSUER:f993d776e637522d,01209,CHINA RES MIXC,China Resources Mixc Lifestyle Services Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,311656,311656,China Resources Mixc Lifestyle Services Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,200,KYG2122G1064,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,c9fa2ad22dafd87c5c056f35a2c1ee9596a6a28dbec3a1be414829145bebd503
HKEX:01211,HKEX-ISSUER:2cd9dce5e6b650a2,01211,BYD COMPANY,BYD Co. Ltd.  - H Shares,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,2508,2508|2508,BYD Co. Ltd.  - A Shares|BYD Co. Ltd.  - H Shares,Equity,Equity Securities (Main Board),COMMON_EQUITY,100,CNE100000296,HKD,81211,True,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,5582a9c42adf4dbd644d3a21c30aec55ab4f54fce98e025932179637332127e7
HKEX:01258,HKEX-ISSUER:32434499c8fc5f8f,01258,CHINFMINING,China Nonferrous Mining Corporation Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,72931,72931,China Nonferrous Mining Corporation Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,1000,HK0000112026,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,361c656364f90be529de59c5f2696d8c4e6b1f181cb5b285e19277c71df44694
HKEX:01276,HKEX-ISSUER:65b12e509c97df0f,01276,HENGRUI PHARMA,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.  - H Shares",CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,502733,502733|502733,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.  - A Shares|Jiangsu Hengrui Pharmaceuticals Co., Ltd.  - H Shares",Equity,Equity Securities (Main Board),COMMON_EQUITY,200,CNE100006XS6,HKD,,False,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,51d2351550c8c5131c922ea074ecb7af2a93bf07ba7c9decd13ac6cbc3672a94
HKEX:01277,HKEX-ISSUER:7d66dfe97a064ff3,01277,KINETIC DEV,Kinetic Development Group Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,70816,70816,Kinetic Development Group Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,2000,KYG525931039,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,df68fbcc5355d2124f3408ef2d3816f4aa959c279116cca1d4efa08be24a460f
HKEX:01288,HKEX-ISSUER:a5d46316152d481e,01288,ABC,Agricultural Bank of China Ltd.  - H Shares,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,47928,47928|47928,Agricultural Bank of China Ltd.  - A Shares|Agricultural Bank of China Ltd.  - H Shares,Equity,Equity Securities (Main Board),COMMON_EQUITY,1000,CNE100000Q43,HKD,,False,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,0491324865e2a96cbb5810d1f530a21b42b2bfb6433346f09637e156d019e964
HKEX:01299,HKEX-ISSUER:96cc4965ea163a66,01299,AIA,AIA Group Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,52415,52415,AIA Group Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,200,HK0000069689,HKD,81299,True,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,a542045f87514246f03434a8b7a4b46866d1e504db5b7445ccce6fda6d05abda
HKEX:01302,HKEX-ISSUER:1ac1831e3c439392,01302,LIFETECH SCI,LifeTech Scientific Corporation,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,93732,93732,LifeTech Scientific Corporation,Equity,Equity Securities (Main Board),COMMON_EQUITY,2000,KYG548721177,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,4621b647a74993d96f46f58acd902af5c02ff8a5fc1251fdf0ff290d8e0be16b
HKEX:01304,HKEX-ISSUER:2698d78611a617b9,01304,FORTIOR,"Fortior Technology (Shenzhen) Co., Ltd.  - H Shares",CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,507007,507007|507007,"Fortior Technology (Shenzhen) Co., Ltd.  - A Shares|Fortior Technology (Shenzhen) Co., Ltd.  - H Shares",Equity,Equity Securities (Main Board),COMMON_EQUITY,100,CNE1000070G0,HKD,,False,False,False,False,True,True,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,b611f2d340d0418da30745bae41f77adf09e461cd3d3ba3772106b15638d2849
HKEX:01308,HKEX-ISSUER:ce33524185b6be60,01308,SITC,SITC International Holdings Co. Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,50870,50870,SITC International Holdings Co. Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,1000,KYG8187G1055,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,1d683a463995a4eb5d8c2f4be626b7da6dded08f65e8002f920b46eb4e843b05
HKEX:01310,HKEX-ISSUER:920343c4dfb898a1,01310,HKBN,HKBN Ltd.,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED,117716,117716,HKBN Ltd.,Equity,Equity Securities (Main Board),COMMON_EQUITY,500,KYG451581055,HKD,,False,False,False,False,False,False,False,False,FMDL5B1_20260720_d31e787a3ccd,f2025b4cb11bbd9b503899215e23b5cd35859f5544f930c6c8b9db9bb86d0756,ae3df6062afc2eca42e9ea62a0c9d31d0f8560aa411a837a3604b2360d6cdd56
