symbol,name,overall_rank,screen_research_priority,evidence_id,research_id,research_stage,graduation_decision,decision_reason_codes_json,formal_research_object_created,source_count,research_status,next_workflow,candidate_pool_mutation_authorized,simulation_mutation_authorized,real_account_mutation_authorized,state_mutation_authorized,authority,trade_authority,decision_scope,graduated_meaning
300225.SZ,金力泰,58,B_WATCH_OR_TRIGGER,FMDL4A-EV-300225.SZ-3891520285385301,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
600664.SH,哈药股份,59,B_WATCH_OR_TRIGGER,FMDL4A-EV-600664.SH-118a15bd6f1fa6c8,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
002821.SZ,凯莱英,60,B_WATCH_OR_TRIGGER,FMDL4A-EV-002821.SZ-9f21b2e5de731a90,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
601328.SH,交通银行,61,C_SCREEN_FLAG_ONLY,FMDL4A-EV-601328.SH-4e5593570f74ae1e,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
300938.SZ,信测标准,62,C_SCREEN_FLAG_ONLY,FMDL4A-EV-300938.SZ-301da36d2a1a7ec6,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
603893.SH,瑞芯微,63,C_SCREEN_FLAG_ONLY,FMDL4A-EV-603893.SH-d68c63ec7665e01a,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
000088.SZ,盐 田 港,64,C_SCREEN_FLAG_ONLY,FMDL4A-EV-000088.SZ-204018944f5b1be8,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
002832.SZ,比音勒芬,65,C_SCREEN_FLAG_ONLY,FMDL4A-EV-002832.SZ-8e8a60afdfe0bcb6,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
300832.SZ,新产业,66,C_SCREEN_FLAG_ONLY,FMDL4A-EV-300832.SZ-5cc5d8bfeaa9cb44,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
600016.SH,民生银行,67,C_SCREEN_FLAG_ONLY,FMDL4A-EV-600016.SH-209a09560b0b2609,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
603259.SH,药明康德,68,C_SCREEN_FLAG_ONLY,FMDL4A-EV-603259.SH-649ddd254cfb7a01,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
300440.SZ,运达科技,69,C_SCREEN_FLAG_ONLY,FMDL4A-EV-300440.SZ-42d41e3bb3d2814d,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
603127.SH,昭衍新药,70,C_SCREEN_FLAG_ONLY,FMDL4A-EV-603127.SH-42ba99d623a357b7,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
601128.SH,常熟银行,71,C_SCREEN_FLAG_ONLY,FMDL4A-EV-601128.SH-6aea47e09380cbea,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
000651.SZ,格力电器,72,C_SCREEN_FLAG_ONLY,FMDL4A-EV-000651.SZ-4db7b5832008b32a,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
001314.SZ,亿道信息,73,C_SCREEN_FLAG_ONLY,FMDL4A-EV-001314.SZ-75f6c6ff7f07b0c0,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
000538.SZ,云南白药,74,C_SCREEN_FLAG_ONLY,FMDL4A-EV-000538.SZ-e70e6fc56cad3554,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
300661.SZ,圣邦股份,75,C_SCREEN_FLAG_ONLY,FMDL4A-EV-300661.SZ-16c7fbf207844070,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
300765.SZ,石药创新,76,C_SCREEN_FLAG_ONLY,FMDL4A-EV-300765.SZ-141c2558b2d9e481,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
601398.SH,工商银行,77,C_SCREEN_FLAG_ONLY,FMDL4A-EV-601398.SH-cb36e4f5f3653fb6,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
920599.BJ,同力股份,78,C_SCREEN_FLAG_ONLY,FMDL4A-EV-920599.BJ-afa15a0231b23bc9,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
301536.SZ,星宸科技,79,C_SCREEN_FLAG_ONLY,FMDL4A-EV-301536.SZ-f2a836fd40e974e9,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
301092.SZ,争光股份,80,C_SCREEN_FLAG_ONLY,FMDL4A-EV-301092.SZ-00ea4023680298c6,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
300723.SZ,一品红,81,C_SCREEN_FLAG_ONLY,FMDL4A-EV-300723.SZ-ae9465fd86d5b410,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
688425.SH,铁建重工,82,C_SCREEN_FLAG_ONLY,FMDL4A-EV-688425.SH-7e6c5812579f6063,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
600428.SH,中远海特,83,C_SCREEN_FLAG_ONLY,FMDL4A-EV-600428.SH-98ce58ad61cab0f1,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
603983.SH,丸美生物,84,C_SCREEN_FLAG_ONLY,FMDL4A-EV-603983.SH-3928fe5c2c4a5fb2,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
600236.SH,桂冠电力,85,C_SCREEN_FLAG_ONLY,FMDL4A-EV-600236.SH-4d45828b0ed46e82,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
603991.SH,领先股份,86,C_SCREEN_FLAG_ONLY,FMDL4A-EV-603991.SH-98fac4e4900d5849,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
601006.SH,大秦铁路,87,C_SCREEN_FLAG_ONLY,FMDL4A-EV-601006.SH-2054a88f34a27204,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
300592.SZ,华凯易佰,88,C_SCREEN_FLAG_ONLY,FMDL4A-EV-300592.SZ-5d597536d7291141,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
301080.SZ,百普赛斯,89,C_SCREEN_FLAG_ONLY,FMDL4A-EV-301080.SZ-99c4bc8ae158f837,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
601658.SH,邮储银行,90,C_SCREEN_FLAG_ONLY,FMDL4A-EV-601658.SH-b3b3fe428adabb3c,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
000001.SZ,平安银行,91,C_SCREEN_FLAG_ONLY,FMDL4A-EV-000001.SZ-c845be3a8b97bc55,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
603162.SH,海通发展,92,C_SCREEN_FLAG_ONLY,FMDL4A-EV-603162.SH-c387125a405075f3,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
688728.SH,格科微,93,C_SCREEN_FLAG_ONLY,FMDL4A-EV-688728.SH-f9b1bf6148ac36f5,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
600885.SH,宏发股份,94,C_SCREEN_FLAG_ONLY,FMDL4A-EV-600885.SH-be9a1be9fb32b054,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
688475.SH,萤石网络,95,C_SCREEN_FLAG_ONLY,FMDL4A-EV-688475.SH-2ed076a1b5b8c855,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
300234.SZ,开尔新材,96,C_SCREEN_FLAG_ONLY,FMDL4A-EV-300234.SZ-9d673f8f030cc6df,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
603725.SH,天安新材,97,C_SCREEN_FLAG_ONLY,FMDL4A-EV-603725.SH-4a1ecb0b336a98f8,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
601166.SH,兴业银行,98,C_SCREEN_FLAG_ONLY,FMDL4A-EV-601166.SH-199a45e1709f035f,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
601168.SH,西部矿业,99,C_SCREEN_FLAG_ONLY,FMDL4A-EV-601168.SH-9a98007e49cce37c,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
600999.SH,招商证券,100,C_SCREEN_FLAG_ONLY,FMDL4A-EV-600999.SH-28bdbf80ecc9dc92,,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,0,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,False,False,False,False,PUBLIC_EQUITY_RESEARCH_AND_GRADUATION_ONLY,NONE,RESEARCH_GRADUATION_ONLY,
